Company Name,Company Type,Registered,Address,City,State,Country,NACE
OAKA LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Brambles, Kiltipper Road ,Tallaght, Dublin 24",Dublin,Leinster,Ireland,"[4799] Other Retail Sale Not In Stores, Stalls Or Markets"
HODGESTOWN FARM LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Hodgestown, Naul ,Co Dublin, ",Dublin,Leinster,Ireland,[0150] Mixed Farming
DUBLIN CENTRE FOR EUROPEAN STRATEGY LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Basement Suite, 75 Merrion Square ,Dublin 2",Dublin,Leinster,Ireland,[7219] Other Research And Experimental Development On Natural Sciences And Engineering
OFFICEDROP LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"2 Cloister Green, Blackrock ,Co. Dublin",Dublin,Leinster,Ireland,[5320] Other Postal And Courier Activities
MUNDIAL TRAVEL LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"15 Halliday Square, Arbour Hill ,Dublin 7",Dublin,Leinster,Ireland,[7911] Travel Agency Activities
THE SOCIETY OF FINANCIAL PLANNERS IRELAND COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,24/01/2018,"4 Ormond Quay Upper, Dublin 7 ",Dublin,Leinster,Ireland,[9412] Activities Of Professional Membership Organisations
UTMOST BRANDING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Block 2, Harcourt Centre ,Harcourt Street,Dublin 2",Dublin,Leinster,Ireland,[6629] Other Activities Auxiliary To Insurance And Pension Funding
JUMP GIRLS DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),24/01/2018,"Unit B21, Ballymount Corporate Park ,Ballymount Road Upper,Dublin 12",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
ROYALLY EVER AFTER DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),24/01/2018,"Springdale, Lehaunstown ,Cabinteely, Dublin 18",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
LUX FINANCIER POT LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Igo - Suite 51, Gec - Talyors Lane , Dublin, D08 N9ex",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
HARVEY NORMAN LEASING (GALWAY) LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Harvey Norman, Brent House ,Swords Business Park,Swords, Co. Dublin",Dublin,Leinster,Ireland,[6820] Renting And Operating Of Own Or Leased Real Estate
HARVEY NORMAN LEASING (SLIGO) LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Harvey Norman, Brent House ,Swords Business Park,Swords, Co. Dublin",Dublin,Leinster,Ireland,[6820] Renting And Operating Of Own Or Leased Real Estate
PROFESSIONAL ACCOUNTANCY TRAINING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"24/28 Tara Street, Dublin 2 ",Dublin,Leinster,Ireland,[8559] Other Education N.E.C.
JT EYEWEAR LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"The Old Station House, 15a Main Street ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[4619] Agents Involved In The Sale Of A Variety Of Goods
MB COACHING AND DEVELOPMENT LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"The Old Station House, 15a Main Street ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[4791] Retail Sale Via Mail Order Houses Or Via Internet
GREENSPAN BUILDING PRODUCTS LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Unit 3, Allied Industrial Estate ,Kylemore Road,Dublin 10",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
MJC ACCOUNTING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"40 Castle Farm, Shankill ,Dublin 18, ",Dublin,Leinster,Ireland,"[6920] Accounting, Bookkeeping And Auditing Activities; Tax Consultancy"
NEW TECHNOLOGY DEVICES LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Unit 3d North Point House, North Point Business Par ,New Mallow Road, Cork, T23 At2p ",Dublin,Leinster,Ireland,"[4799] Other Retail Sale Not In Stores, Stalls Or Markets"
QUALS LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"71 Tory Square, Waterville ,Blanchardstown, Dublin 15",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
DECON CONTRACTING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"6-9 Trinity Street, Dublin 2 ",Dublin,Leinster,Ireland,[4321] Electrical Installation
MOCCABERRY LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"31 Clearwater Court North, Royal Canal Park ,Ashtown,Dublin 15, D15 Xa52",Dublin,Leinster,Ireland,[3299] Other Manufacturing N.E.C.
HEHIR CONSTRUCTION MANAGEMENT LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"12a Park Villas, Castleknock ,Dublin 15, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
EL BARBERO LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"203 South Circular Road, Dublin 8  ",Dublin,Leinster,Ireland,[9602] Hairdressing And Other Beauty Treatment
SLJ FINANCE LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"98 Diswellstown Manor, Castleknock ,Dublin 15, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
PLATINUM CAR WASH LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"2 Woodford, Brewery Road ,Stillorgan,Co. Dublin",Dublin,Leinster,Ireland,[4520] Maintenance And Repair Of Motor Vehicles
CAREY AUDIT TAX ADVISORY LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Newgarden, Lisnagry ,Co. Limerick, ",Dublin,Leinster,Ireland,"[6920] Accounting, Bookkeeping And Auditing Activities; Tax Consultancy"
OPTIMUS SEARCH IRELAND LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"The Black Church, St. Mary'S Place ,Dublin, D07 P4ax",Dublin,Leinster,Ireland,[7810] Activities Of Employment Placement Agencies
TJ POWER FARMS LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Clongaddy, Kilmore ,Co. Wexford,Ireland",Dublin,Leinster,Ireland,[0150] Mixed Farming
FITZROVIA CONSULTING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"168 South Circular Road, Dublin 8 ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
CDE-365 TECHNOLOGY LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"311 Q House, Furze Road ,Sandyford,Dublin, D18 Yv50",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
BLOCK CLOUD SOLUTIONS LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"3 Marian Park, Newtown Park Avenue ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
EXPROBIZ LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Fitzwilliam Business Centre, 26/27 Pembroke Street Upper ,Dublin 2, ",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
OCHSNER ENGINEERING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"The Georgian Collection, 12 Merrion Square North ,Dublin 2, ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
PAULSTON INVESTMENTS (IRELAND) LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"39 Mountain View Road, Ranelagh ,Dublin 6, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
BODYDYNAMICS SANTRY LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"5 Elm Mount Close, Beaumont ,Dublin 9, ",Dublin,Leinster,Ireland,[9313] Fitness Facilities
EDEN GREEN GLOBAL TECHNOLOGIES LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"2nd Floor, 1-2 Victoria Buildings ,Haddington Road,Dublin 4",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
TRACEMATICS (SALES) LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Northwood Court, Northwood Crescent ,Northwood,Santry, Dublin 9",Dublin,Leinster,Ireland,"[6311] Data Processing, Hosting And Related Activities"
RAILFORM LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Pigeon House Hotel, Pigeon House Road ,Ringsend,Dublin 4",Dublin,Leinster,Ireland,[4212] Construction Of Railways And Underground Railways
CLONAKILTY CONSULTING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"17 Bath Street, Irishtown ,Dublin 4, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
JOCKET LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Subset, Zion Court, Zion Road ,Rathgar,Dublin 6, D06 Hix6",Dublin,Leinster,Ireland,"[4616] Agents Involved In The Sale Of Textiles, Clothing, Fur, Footwear And Leather Goods"
ISOMETRIC SHADOWS LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"68 Cavalry House, Clancy Quay ,Islandbridge,Dublin 8",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
CPP KILLENAULE LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Unit 4, Besser Drive,, Clondalkin Industrial Estate ,Dublin 22, ",Dublin,Leinster,Ireland,[4773] Dispensing Chemist In Specialised Stores
PRISMILLION LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"5 Fitzwilliam Square East, Dublin 2 ",Dublin,Leinster,Ireland,[7311] Advertising Agencies
SARLON LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"C/O Avestus Capital Partners, Embassy House ,Ballsbridge,Dublin 4",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
T.D HOUSING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"6 Lad Lane, Dublin 2 ",Dublin,Leinster,Ireland,[6810] Buying And Selling Of Own Real Estate
MAUKIN LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"C/O Avestus Capital Partners, Embassy House ,Ballsbridge,Dublin 4",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
ZINCWORX LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"78 Craoibhin Park, Balbriggan ,Co. Dublin, ",Dublin,Leinster,Ireland,[4391] Roofing Activities
JAMES HARDIE TECHNOLOGY HOLDINGS 1 LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Europa House, Second Floor, Harcourt Centre, Harcourt Street ,Dublin 2, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
JAMES HARDIE TECHNOLOGY HOLDINGS 2 LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Europa House, Second Floor, Harcourt Centre, Harcourt Street ,Dublin 2, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
DOGSLOVESAUCE LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"29 Holywell Road, Donaghmede ,Dublin 13, ",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
Q DIVISION LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"7 D'Olier Street, Dublin 2 ",Dublin,Leinster,Ireland,[6201] Computer Programming Activities
FANNING CONSULTING LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"2 Saint Margaret'S Avenue, Pimlico ,Dublin 8, ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
STATION MANOR OWNER MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,26/01/2018,"Suite 3, Earlsfort Centre ,Lower Hatch Street,Dublin 2.",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
SCHOLARSTOWN WOOD OWNER MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,26/01/2018,"Suite 3, Earlsfort Centre ,Lower Hatch Street,Dublin 2",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
MWCAPITAL LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"157 Tower Central, Smithfield ,Dublin 7,Ireland",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
MOD FIT LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Apartment 100, The Cubes 3 ,Beacon South Quarter,Sandyford, Dublin 18",Dublin,Leinster,Ireland,[9313] Fitness Facilities
ARTFX LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"85c Pigeon House Road, Ringsend ,Dublin 4, ",Dublin,Leinster,Ireland,[9003] Artistic Creation
CRISTINA.HERTEU LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Apartment 3, Saint Nicholas House ,129 Church Street,Smithfield, Dublin 7",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
GLENCAR INVESTMENTS XXII DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),26/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
EFFITECH SOLUTIONS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"61 Broadford Drive, Ballinteer ,Dublin 16, ",Dublin,Leinster,Ireland,"[6311] Data Processing, Hosting And Related Activities"
TILE MOUNTAIN LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"4th Floor, Northblock, Rockfield Medical Campus ,Dundrum, Dublin 16, ",Dublin,Leinster,Ireland,"[4752] Retail Sale Of Hardware, Paints And Glass In Specialised Stores"
GOLDEN EAGLE MARKETING LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"The Black Church, St. Mary'S Place ,Dublin D07 P4ax, ",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
GARIMA KANDEL MEMORIAL TRUST (GKMT) COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,26/01/2018,"14 Ballyowen Hall, Ballyowen Lane ,Lucan, Co. Dublin, ",Dublin,Leinster,Ireland,[8899] Other Social Work Activities Without Accommodation N.E.C.
WADENA LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"60 Saint Peter'S Terrace, Howth ,Co. Dublin, ",Dublin,Leinster,Ireland,[4321] Electrical Installation
KIERAN GRAY ACCOMODATION LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"113 The Jessop, Charlotte Quay Apartments ,Ringsend Road, Dublin 4, ",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
J DAWSON SALONS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"3 Stanaway Avenue, Crumlin ,Dublin 12, ",Dublin,Leinster,Ireland,[9602] Hairdressing And Other Beauty Treatment
SANCTUARY CONSULTING INTERNATIONAL LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"The Black Church, St Marys Place ,Dublin 7., ",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
ABINT LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"106b Pembroke Road, Ballsbridge ,Dublin 4, ",Dublin,Leinster,Ireland,[7410] Specialised Design Activities
BARKER FILMS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"20 Rugby Road, Ranelagh ,Dublin 6, ",Dublin,Leinster,Ireland,[9003] Artistic Creation
LAYERED CAKE SOLUTIONS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"161 Whitecliff, Rathfarnham ,Dublin 16, ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
A&U ENTREPRENEUR LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Milltown Lodge, 26c Churchtown Road Lower ,Dublin 14, ",Dublin,Leinster,Ireland,[4932] Taxi Operation
BASTION IT CONSULTING LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Apartment 27, Grand Canal Wharf ,South Dock Road,Dublin 4",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
RUAH TRAVEL LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"17 Woodbrook Square, Castleknock ,Dublin 15, ",Dublin,Leinster,Ireland,[9319] Other Sports Activities
CLSCC LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"11 Woodfield Place, Inchicore ,Dublin 10, ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
CLC FIRE SERVICES LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"139 Boulevard, Mount Eustace ,Tyrellstown,Dublin 15",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
AHTF (HOLDINGS) LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"1 Grants Row, Lower Mount Street ,Dublin 2",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
HTF INVESTMENTS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"1 Grants Row, Lower Mount Street ,Dublin 2",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
AHTF SOLUTIONS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"185 Rathmines Road Lower, Dublin 6 ",Dublin,Leinster,Ireland,"[4612] Agents Involved In The Sale Of Fuels, Ores, Metals And Industrial Chemicals"
AHTF (IP) LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"185 Rathmines Road Lower, Dublin 6 ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
GREENFI SYSTEMS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"9 Exchange Place, I.F.S.C. ,Dublin 1",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
DN SAKURA LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"First Floor Front, Centrepoint Shopping Centre, Woodview Grove ,Dublin 15,Ireland",Dublin,Leinster,Ireland,"[4639] Non-Specialised Wholesale Of Food, Beverages And Tobacco"
TLGS AT HOME LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Ulverton, Ulverton Road ,Dalkey,Co. Dublin",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
GCO LUX (INVESTMENT) DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),26/01/2018,"4th Floor, 76 Baggot Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[6612] Security And Commodity Contracts Brokerage
GCO LUX (ORIGINATION) DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),26/01/2018,"4th Floor, 76 Baggot Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[6612] Security And Commodity Contracts Brokerage
GCO MULTI-FEEDER (INVESTMENT) DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),26/01/2018,"4th Floor, 76 Baggot Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[6612] Security And Commodity Contracts Brokerage
TOIP CYBERSECURITY CONSULTANCY LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"The Black Church, St. Mary'S Place ,Dublin, D07 P4ax",Dublin,Leinster,Ireland,"[6311] Data Processing, Hosting And Related Activities"
AAA IMPEX LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"20 Harcourt Street, Dublin 1 ",Dublin,Leinster,Ireland,[4719] Other Retail Sale In Non-Specialised Stores
LERA LEARN ENGLISH IN IRELAND LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"8-9 Marino Mart, Fairview ,Clontarf,Dublin 3 Ireland",Dublin,Leinster,Ireland,[8559] Other Education N.E.C.
EVOLVE DEVELOPMENTS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Colleran Chartered Accountants, Olympic House ,Pleasants Street,Dublin 8",Dublin,Leinster,Ireland,[4120] Construction Of Residential And Non-Residential Buildings
